"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Guttersnipe","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","169","False","False",""
"1","1","Guttersnipe","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"1","1","Guttersnipe","c19","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"1","1","Guttersnipe","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","217","False","False",""
"1","1","Guttersnipe","rvr","Near Mint","English","","","2025-10-29 13:08:06.133000","110","False","False",""
"2","2","Guy in the Chair","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","102","False","False",""
"1","1","Guy in the Chair","spm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","102","False","False",""
"1","1","Gwaihir the Windlord","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","210","False","False",""
"1","1","Gwenom, Remorseless","spm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","256","False","False",""
"1","1","Gylwain, Casting Director","woc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","4","False","False",""
"1","1","Gyre Sage","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Gyre Sage","mic","Near Mint","English","","","2025-10-29 13:08:06.133000","140","False","False",""
"1","1","Gyruda, Doom of Depths","mul","Near Mint","English","","","2025-12-15 15:44:47.037000","42","False","False",""
"19","19","Gysahl Greens","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","190","False","False",""
"4","4","Gysahl Greens","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","190","False","False",""
"7","7","Haazda Vigilante","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","18","False","False",""
"1","1","Haazda Vigilante","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","18","False","False",""
"2","2","Haberthrasher","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","76","False","False",""
"1","1","Hagra Mauling // Hagra Broodpit","znr","Near Mint","English","","","2025-11-13 17:45:36.123000","106","False","False",""
"1","1","Hajar, Loyal Bodyguard","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","211","False","False",""
"1","1","Hakbal of the Surging Soul","lcc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","29","False","False",""
"1","1","Hakbal of the Surging Soul","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","Hakbal of the Surging Soul","lcc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","Hakoda, Selfless Commander","tla","Near Mint","English","","","2025-11-25 22:14:28.237000","23","False","False",""
"1","1","Haktos the Unscarred","thb","Near Mint","English","","","2025-10-29 13:08:06.133000","218","False","False",""
"1","1","Halana and Alena, Partners","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","239","False","False",""
"2","2","Haldir, Lórien Lieutenant","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","39","False","False",""
"3","3","Half-Elf Monk","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","19","False","False",""
"1","1","Halimar Depths","dsc","Near Mint","English","","","2025-10-29 13:08:06.133000","282","False","False",""
"1","1","Halimar Depths","ddm","Near Mint","English","","","2025-10-29 13:08:06.133000","36","False","False",""
"1","1","Halimar Wavewatch","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","ROE-72","False","False",""
"5","5","Haliya, Ascendant Cadet","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","218","False","False",""
"1","1","Haliya, Guided by Light","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","19","False","False",""
"1","1","Haliya, Guided by Light","peoe","Near Mint","English","foil","","2025-10-30 18:16:53.787000","19p","False","False",""
"1","1","Hall Monitor","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","105","False","False",""
"1","1","Hall of Heliod's Generosity","dsc","Near Mint","English","","","2025-10-29 13:08:06.133000","283","False","False",""
"2","2","Hall of Heliod's Generosity","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","162","False","False",""
"2","2","Hall of Mirrors","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","216b","False","False",""
"1","1","Hall of Oracles","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","267","False","False",""
"1","1","Hall of Storm Giants","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","257","False","False",""
"3","3","Hall of Tagsin","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","263","False","False",""
"1","1","Hallowed Fountain","ecl","Near Mint","English","","","2026-01-31 18:12:02.883000","265","False","False",""
"3","3","Halo Forager","mom","Near Mint","English","","","2025-12-15 15:44:22.663000","227","False","False",""
"1","1","Halo Fountain","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"6","6","Halo Hopper","mom","Near Mint","English","","","2025-12-15 12:43:34.017000","260","False","False",""
"3","3","Halo Scarab","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","239","False","False",""
"6","6","Halo-Charged Skaab","mom","Near Mint","English","","","2025-12-16 13:45:16.827000","60","False","False",""
"1","1","Halsin, Emerald Archdruid","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","234","False","False",""
"3","3","Hama Pashar, Ruin Seeker","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","341","False","False",""
"1","1","Hama, the Bloodbender","tla","Near Mint","English","","","2025-11-19 10:14:23.037000","224","False","False",""
"2","2","Hamlet Captain","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","201","False","False",""
"1","1","Hamlet Vanguard","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","389","False","False",""
"1","1","Hamlet Vanguard","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","389","False","False",""
"1","1","Hammer of Nazahn","sld","Near Mint","English","","","2025-10-29 13:08:06.133000","2098","False","False",""
"1","1","Hammer of Nazahn","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","388","False","False",""
"1","1","Hammer of Purphoros","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"3","3","Hammerhand","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","129","False","False",""
"1","1","Hammerhead Tyrant","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","21","False","False",""
"2","2","Hammerhead Tyrant","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","61","False","False",""
"1","1","Hammers of Moradin","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","25","False","False",""
"1","1","Hancock, Ghoulish Mayor","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","45","False","False",""
"1","1","Hand That Feeds","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","139","False","False",""
"7","7","Hand That Feeds","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"7","7","Hangar Scrounger","mom","Near Mint","English","","","2025-12-16 14:00:00.187000","142","False","False",""
"1","1","Hangarback Walker","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"1","1","Hanged Executioner","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","25","False","False",""
"1","1","Hanged Executioner","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"1","1","Hanna, Ship's Navigator","nec","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"1","1","Hanweir Garrison","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","157","False","False",""
"4","4","Hanweir Watchkeep // Bane of Hanweir","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","158","False","False",""
"1","1","Hapatra, Vizier of Poisons","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","123","False","False",""
"1","1","Happy Dead Squirrel","sunf","Near Mint","English","","","2025-10-29 13:08:06.133000","8","False","False",""
"2","2","Haradrim Spearmaster","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","135","False","False",""
"1","1","Harbin, Vanguard Aviator","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","212","False","False",""
"1","1","Harbinger of the Hunt","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","230","False","False",""
"1","1","Harbinger of the Hunt","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","291","False","False",""
"1","1","Harbinger of the Seas","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","63","False","False",""
"1","1","Hardbristle Bandit","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","168","False","False",""
"9","9","Hardbristle Bandit","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","168","False","False",""
"1","1","Hardened Berserker","dtk","Near Mint","English","","","2025-10-29 13:08:06.133000","139","False","False",""
"1","1","Hardened Escort","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","16","False","False",""
"7","7","Hardened Escort","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Hardened Scales","40k","Near Mint","English","","","2025-11-06 20:50:08.313000","215","False","False",""
"1","1","Hardened Scales","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","470","False","False",""
"1","1","Hardened Scales","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","200","False","False",""
"2","2","Hardened Scales","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","243","False","False",""
"1","1","Hardened Scales","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","307","False","False",""
"4","4","Hardened Tactician","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","191","False","False",""
"3","3","Hard-Hitting Question","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","164","False","False",""
"1","1","Hardlight Containment","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","319","False","False",""
"5","5","Hare Apparent","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Harmless Offering","sld","Near Mint","English","foil","","2025-10-29 13:08:06.133000","868","False","False",""
"2","2","Harmonious Emergence","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","190","False","False",""
"1","1","Harmonious Grovestrider","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","189","False","False",""
"4","4","Harmonious Grovestrider","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","189","False","False",""
"1","1","Harmonize","ecc","Near Mint","English","","","2026-02-02 20:20:52.733000","111","False","False",""
"1","1","Harmonize","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","120","False","False",""
"1","1","Harmonize","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","308","False","False",""
"2","2","Harmonize","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","187","False","False",""
"1","1","Harmonize","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","201","False","False",""
"1","1","Harmonize","sta","Near Mint","English","","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Harmonize","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","231","False","False",""
"1","1","Harmonized Crescendo","ecl","Near Mint","English","","","2026-02-02 19:56:12.383000","54","False","False",""
"1","1","Harnessed Lightning","kld","Near Mint","English","","","2025-10-29 13:08:06.133000","117","False","False",""
"1","1","Harnesser of Storms","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","137","False","False",""
"1","1","Harnesser of Storms","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","137","False","False",""
"1","1","Harold and Bob, First Numens","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","78","False","False",""
"3","3","Harried Artisan // Phyrexian Skyflayer","mom","Near Mint","English","","","2025-12-15 16:01:38.160000","143","False","False",""
"3","3","Harried Dronesmith","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","131","False","False",""
"1","1","Harried Spearguard","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","135","False","False",""
"8","8","Harrier Strix","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Harrow","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","98","False","False",""
"1","1","Harrow","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"1","1","Harrow","40k","Near Mint","English","","","2025-11-06 20:51:11.430000","216","False","False",""
"1","1","Harrow","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","194","False","False",""
"1","1","Harrow","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","668","False","False",""
"1","1","Haru, Hidden Talent","tla","Near Mint","English","foil","","2025-11-16 20:24:09.737000","182","False","False",""
"2","2","Haru, Hidden Talent","tla","Near Mint","English","","","2025-12-05 12:44:31.510000","182","False","False",""
"1","1","Haruspex","40k","Near Mint","English","","","2025-11-06 20:55:50.477000","91","False","False",""
"3","3","Harvest Hand // Scrounged Scythe","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","265","False","False",""
"1","1","Harvest Hand // Scrounged Scythe","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","265","False","False",""
"1","1","Harvest Season","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","188","False","False",""
"1","1","Harvestrite Host","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"2","2","Harvesttide Infiltrator // Harvesttide Assailant","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","143","False","False",""
